epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,8.58516483516e-05,9.17759059026,0.000172651933702,8.74029038888
1,0.000171703296703,8.74093622428,0.000172651933702,8.70819778864
2,0.000171703296703,8.71515339023,0.000172651933702,8.69678966248
3,0.000171703296703,8.70385926372,0.000172651933702,8.69086195487
4,0.000171703296703,8.69742282668,0.000172651933702,8.68736873542
5,0.000171703296703,8.69337033177,0.000172651933702,8.68466009488
6,0.000171703296703,8.69046721878,0.000172651933702,8.68285145944
7,0.000171703296703,8.6883565253,0.000172651933702,8.68120153438
8,0.000171703296703,8.68644418297,0.000172651933702,8.68042277763
9,0.000171703296703,8.6851502015,8.63259668508e-05,8.67952800983
10,0.000128777472527,8.68408111688,8.63259668508e-05,8.67881165288
11,0.000171703296703,8.68318416784,8.63259668508e-05,8.67820964202
12,0.000171703296703,8.68238209892,8.63259668508e-05,8.6777003009
13,0.000171703296703,8.68159579969,8.63259668508e-05,8.6772654623
14,0.000171703296703,8.6811374308,0.000172651933702,8.67689920921
15,0.000171703296703,8.68058533983,0.000172651933702,8.67654334643
16,0.000171703296703,8.68020613377,0.000172651933702,8.67624639543
17,0.000171703296703,8.67969769436,0.000172651933702,8.67597585225
18,0.000171703296703,8.67937714975,0.000172651933702,8.67574158031
19,0.000171703296703,8.6789857267,0.000172651933702,8.6755068289
20,0.000171703296703,8.67878199148,0.000172651933702,8.67516871184
21,0.000171703296703,8.67850449059,0.000172651933702,8.6751031981
22,0.000171703296703,8.67819977331,0.000172651933702,8.67495007278
23,0.000171703296703,8.67798149455,0.000172651933702,8.67487651867
24,0.000171703296703,8.67779165572,0.000172651933702,8.67480650001
25,0.000171703296703,8.67753563608,0.000172651933702,8.67461746174
26,0.000171703296703,8.6773953202,0.000172651933702,8.67454744834
27,0.000171703296703,8.67727038101,0.000172651933702,8.6744338083
28,0.000171703296703,8.67709098543,0.000172651933702,8.6743388255
29,0.000171703296703,8.67693878268,0.000172651933702,8.67419190697
30,0.000171703296703,8.67683064807,0.000172651933702,8.67410998582
31,0.000171703296703,8.6767100528,0.000172651933702,8.67409933206
32,0.000171703296703,8.67656057484,0.000172651933702,8.67403083085
33,0.000171703296703,8.67648784669,0.000172651933702,8.67387981309
34,0.000171703296703,8.67635649639,0.000172651933702,8.67381816147
35,0.000171703296703,8.67626301535,0.000172651933702,8.67380186998
36,0.000171703296703,8.67620372248,0.000172651933702,8.67384000114
37,0.000171703296703,8.67605020188,0.000172651933702,8.67378691679
38,0.000171703296703,8.67598811087,0.000172651933702,8.67373647216
39,0.000171703296703,8.67592375881,0.000172651933702,8.67368890436
40,0.000171703296703,8.6758589928,0.000172651933702,8.67357574379
41,0.000171703296703,8.67577830514,0.000172651933702,8.67351799644
42,0.000171703296703,8.67572665477,0.000172651933702,8.67347911181
43,0.000171703296703,8.67563237725,0.000172651933702,8.673442261
44,0.000171703296703,8.67560536783,0.000172651933702,8.67340728064
45,0.000171703296703,8.67553528849,0.000172651933702,8.67337380193
46,0.000171703296703,8.67543983721,0.000172651933702,8.67334267316
47,0.000171703296703,8.67537219184,0.000172651933702,8.6733126614
48,0.000171703296703,8.67539329057,0.000172651933702,8.67335188323
49,0.000171703296703,8.67533130698,0.000172651933702,8.67327704351
50,0.000171703296703,8.67526224681,0.000172651933702,8.67321021781
51,0.000171703296703,8.67522635565,0.000172651933702,8.67324476611
52,0.000171703296703,8.675146771,0.000172651933702,8.67322021822
53,0.000171703296703,8.67513946386,0.000172651933702,8.67319494848
54,0.000171703296703,8.67509457305,0.000172651933702,8.67311430768
55,0.000171703296703,8.6750400276,0.000172651933702,8.67311399154
56,0.000171703296703,8.67503005332,0.000172651933702,8.67308476485
57,0.000171703296703,8.674971777,0.000172651933702,8.67309164079
58,0.000171703296703,8.67494163146,0.000172651933702,8.67309563463
59,0.000171703296703,8.67488123558,0.000172651933702,8.6730325604
60,0.000171703296703,8.67485224284,0.000172651933702,8.67301634267
61,0.000171703296703,8.67484993987,0.000172651933702,8.67303272901
62,0.000171703296703,8.6748016064,0.000172651933702,8.67301633213
63,0.000171703296703,8.6747847992,0.000172651933702,8.67301289153
64,0.000171703296703,8.67474965473,0.000172651933702,8.67298020842
65,0.000171703296703,8.67473461864,0.000172651933702,8.67297114588
66,0.000171703296703,8.6747007239,0.000172651933702,8.6729570041
67,0.000171703296703,8.67466928671,0.000172651933702,8.67294431128
68,0.000171703296703,8.67464449117,0.000172651933702,8.6728928919
69,0.000171703296703,8.67462497229,0.000172651933702,8.67291295067
70,0.000171703296703,8.67460397312,0.000172651933702,8.6729017753
71,0.000171703296703,8.67456200621,0.000172651933702,8.67289750747
72,0.000171703296703,8.67455130619,0.000172651933702,8.67288673253
73,0.000171703296703,8.674536781,0.000172651933702,8.67288454066
74,0.000171703296703,8.67453634608,0.000172651933702,8.6728742452
75,0.000171703296703,8.67446468165,0.000172651933702,8.67288862934
