epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.0151209677419,3.71610465357,0.0280612244898,3.69881181814
1,0.0181451612903,3.69687011934,0.0204081632653,3.69265507192
2,0.0262096774194,3.6916542707,0.0331632653061,3.68355534028
3,0.0262096774194,3.68379858232,0.0357142857143,3.68444110423
4,0.0262096774194,3.68658309406,0.0408163265306,3.68663743077
5,0.0221774193548,3.68501829524,0.0484693877551,3.68616518196
6,0.0282258064516,3.67938034765,0.0382653061224,3.68620620455
7,0.0352822580645,3.67452505712,0.030612244898,3.68854091119
8,0.0292338709677,3.6725713553,0.0331632653061,3.68887264875
9,0.039314516129,3.67687057103,0.0357142857143,3.68358348827
10,0.0302419354839,3.67305542769,0.0357142857143,3.67760904954
11,0.03125,3.6745276105,0.0331632653061,3.67779824685
12,0.0362903225806,3.67475082221,0.0331632653061,3.6792444307
13,0.0372983870968,3.66775053163,0.0357142857143,3.67363634888
14,0.0342741935484,3.66947242329,0.0382653061224,3.67334440776
15,0.0342741935484,3.66913090406,0.0459183673469,3.66939625448
16,0.03125,3.66681535975,0.0408163265306,3.6786765663
17,0.0342741935484,3.66247957945,0.0382653061224,3.67341366593
18,0.0372983870968,3.66261988686,0.0433673469388,3.67229568715
19,0.0322580645161,3.660405159,0.0357142857143,3.67543632644
20,0.0322580645161,3.6558857291,0.0408163265306,3.67180670524
21,0.0342741935484,3.66073442851,0.0408163265306,3.66916907564
22,0.0332661290323,3.6635895506,0.0382653061224,3.66873333405
23,0.0413306451613,3.65828838271,0.0433673469388,3.66793950237
24,0.039314516129,3.65454884306,0.0433673469388,3.66582654934
25,0.0443548387097,3.65504993354,0.0357142857143,3.67243575077
26,0.0463709677419,3.65090612635,0.0382653061224,3.66835211734
27,0.0443548387097,3.64727410001,0.0408163265306,3.66589072286
28,0.0433467741935,3.64250570536,0.0382653061224,3.66915861928
29,0.0413306451613,3.64635339091,0.0331632653061,3.67042239831
30,0.039314516129,3.64538601714,0.0433673469388,3.66648848689
31,0.0443548387097,3.64600387312,0.0357142857143,3.66633451228
32,0.0463709677419,3.64289119744,0.0382653061224,3.66810418148
33,0.0433467741935,3.6477500431,0.0433673469388,3.66079325579
34,0.0433467741935,3.6375150296,0.0484693877551,3.66268032424
35,0.0453629032258,3.64158597492,0.0382653061224,3.65382071904
36,0.0433467741935,3.63945306501,0.0408163265306,3.66498430894
37,0.0433467741935,3.64188698415,0.0459183673469,3.66458472427
38,0.0453629032258,3.63811686731,0.0433673469388,3.65708892199
39,0.0453629032258,3.64001795938,0.0382653061224,3.67056231109
40,0.0413306451613,3.64158452326,0.0433673469388,3.6615775702
41,0.0413306451613,3.63815903279,0.0459183673469,3.65863238062
42,0.0413306451613,3.64111645568,0.0382653061224,3.67356211799
43,0.0433467741935,3.64153706835,0.0433673469388,3.6726048382
44,0.0463709677419,3.63073684131,0.0433673469388,3.65881437671
45,0.0433467741935,3.63204060639,0.0433673469388,3.65219204766
46,0.0443548387097,3.62868983515,0.0382653061224,3.6677643377
47,0.0423387096774,3.63076974884,0.0357142857143,3.6649468383
48,0.0473790322581,3.62726363828,0.0357142857143,3.67142666116
49,0.0372983870968,3.63242635804,0.030612244898,3.67015626479
50,0.0443548387097,3.62936227937,0.0357142857143,3.66582187341
51,0.0413306451613,3.63020952286,0.0357142857143,3.66781130129
52,0.0403225806452,3.62462439845,0.0408163265306,3.664228415
53,0.039314516129,3.62354229727,0.030612244898,3.66132430641
54,0.0433467741935,3.61664502275,0.0357142857143,3.66772946046
55,0.0413306451613,3.61852176151,0.030612244898,3.66793312832
56,0.039314516129,3.62066153942,0.0382653061224,3.66582155228
57,0.0433467741935,3.62446801701,0.0382653061224,3.66512609988
58,0.0372983870968,3.61819507422,0.0408163265306,3.6581781689
